,price,sq_area,furinture,BHK,location,bathrooms
814," 16,500 ",1500 ,Unfurnished,2 BHK Independent House,"Moula Ali, Hyderabad",No Deposit2 bathrooms
815, 3 L,6000 ,Semi-Furnished,6 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit6 bathrooms
816," 8,000 ",400 ,Semi-Furnished,1 BHK Independent House,"Meerpet, Hyderabad",No Deposit2 bathrooms
817," 9,350 ",500 ,Unfurnished,1 RK Studio Apartment,"Kompally, Hyderabad",No Deposit1 bathrooms
818," 25,000 ",2000 ,Unfurnished,2 BHK Independent House,"Bapu Nagar, Hyderabad",No Deposit3 bathrooms
819," 25,000 ",1000 ,Semi-Furnished,2 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit2 bathrooms
820," 7,700 ",500 ,Unfurnished,1 BHK Independent House,"Hafeezpet, Hyderabad",No Deposit1 bathrooms
821," 12,000 ",1000 ,Unfurnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
822," 13,300 ",1100 ,Semi-Furnished,1 BHK Independent House,"Trimalgherry, Hyderabad",No Deposit2 bathrooms
823," 11,000 ",1100 ,Unfurnished,1 BHK Independent House,"Kundanpally, Hyderabad",No Deposit2 bathrooms
824," 6,600 ",500 ,Unfurnished,1 RK Studio Apartment,"Jeedimetla, Hyderabad",No Deposit1 bathrooms
825," 35,000 ",2200 ,Semi-Furnished,3 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit3 bathroomsEast facing
826," 22,500 ",1800 ,Semi-Furnished,2 BHK Independent House,"Manikonda, Hyderabad",No Deposit2 bathrooms
827," 60,000 ",1300 ,Furnished,2 BHK Independent House,"Gachibowli, Hyderabad",No Deposit3 bathrooms
828," 11,000 ",1150 ,Semi-Furnished,2 BHK Apartment,"Bolarum, Hyderabad",No Deposit2 bathrooms
829," 28,000 ",1070 ,Furnished,2 BHK Apartment,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathrooms
830," 18,000 ",1100 ,Semi-Furnished,2 BHK Apartment,"Begumpet, Hyderabad",No Deposit2 bathrooms
831," 10,700 ",1200 ,Unfurnished,2 BHK Apartment,"Neeladri Nagar, Hyderabad",No Deposit2 bathrooms
832," 7,700 ",450 ,Semi-Furnished,1 RK Studio Apartment,"Hakimpet Hyderabad Karimnagar Highway, Hyderabad",No Deposit1 bathrooms
833," 11,000 ",1000 ,Semi-Furnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
834," 17,000 ",1210 ,Semi-Furnished,2 BHK Apartment,"Sanath Nagar, Hyderabad",No Deposit2 bathrooms
835," 11,300 ",800 ,Unfurnished,1 RK Studio Apartment,"Hafeezpet, Hyderabad",No Deposit1 bathrooms
836," 11,000 ",1000 ,Unfurnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
837," 33,400 ",2500 ,Semi-Furnished,2 BHK Independent House,"Hafeezpet, Hyderabad",No Deposit3 bathrooms
838," 8,000 ",600 ,Unfurnished,1 BHK Apartment,"Yousufguda, Hyderabad",No Deposit1 bathroomsEast facing
839," 25,000 ",1250 ,Semi-Furnished,2 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit2 bathroomsWest facing
840," 12,000 ",1150 ,Unfurnished,2 BHK Independent Floor,"Nacharam, Hyderabad",No Deposit2 bathroomsEast facing
841," 6,500 ",670 ,Unfurnished,1 BHK Independent Floor,"Uppal, Hyderabad",No Deposit1 bathrooms
842," 10,000 ",1000 ,Semi-Furnished,2 BHK Apartment,"Bolarum, Hyderabad",No Deposit2 bathrooms
843," 22,000 ",1350 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsNorthEast facing
844," 14,000 ",800 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
845," 19,000 ",1300 ,Unfurnished,1 BHK Independent House,"Qutub Shahi Tombs, Hyderabad",No Deposit2 bathrooms
846," 14,000 ",1250 ,Semi-Furnished,2 BHK Independent Floor,"Ameerpet, Hyderabad",No Deposit2 bathrooms
847," 16,500 ",1000 ,Unfurnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
848," 16,500 ",1100 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathrooms
849," 60,000 ",3000 ,Furnished,3 BHK Independent Floor,"Jubilee Hills, Hyderabad",No Deposit3 bathroomsEast facing
850," 75,000 ",2750 ,Semi-Furnished,3 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit3 bathroomsNorthEast facing
851," 10,000 ",1000 ,Furnished,1 BHK Apartment in E Clat Home,"Ayyappa Society, Hyderabad",No Deposit1 bathrooms
852, 1.99 L,5000 ,Semi-Furnished,4 BHK Villa in Oorjita Istana,"Gandipet, Hyderabad",No Deposit5 bathroomsWest facing
853, 1.6 L,4800 ,Semi-Furnished,4 BHK Villa in Jayabheri The Meadows,"Gachibowli, Hyderabad",No Deposit4 bathrooms
854, 1.5 L,4800 ,Semi-Furnished,5 BHK Villa,"Gachibowli, Hyderabad",No Deposit6 bathroomsWest facing
855, 1.5 L,4600 ,Semi-Furnished,4 BHK Villa in Rajapushpa Cannon Dale,"Kokapet, Hyderabad",No Deposit4 bathrooms
856, 3 L,5000 ,Semi-Furnished,3 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit3 bathrooms
857," 85,000 ",3000 ,Semi-Furnished,4 BHK Apartment in Swaraj Homes Stone Valley Apartment,"Mehdipatnam, Hyderabad",No Deposit4 bathrooms
858, 1 L,2600 ,Furnished,3 BHK Apartment in My Home Abhra,"Madhapur, Hyderabad",No Deposit3 bathrooms
859," 60,000 ",1800 ,Semi-Furnished,3 BHK Apartment in Doyen Kirans Doyan Crest,"Kukatpally, Hyderabad",No Deposit3 bathrooms
860, 1.1 L,3150 ,Semi-Furnished,3 BHK Apartment in DSR Reganti,"Madhapur, Hyderabad",No Deposit3 bathrooms
861, 2.5 L,5000 ,Semi-Furnished,4 BHK Villa,"Nanakramguda, Hyderabad",No Deposit6 bathrooms
862, 1.6 L,4070 ,Semi-Furnished,4 BHK Apartment in My Home Bhooja,"Madhapur, Hyderabad",No Deposit4 bathrooms
863," 85,000 ",2215 ,Furnished,3 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit3 bathrooms
864," 80,000 ",2600 ,Semi-Furnished,3 BHK Apartment in Sumadhura Acropolis,"Nanakramguda, Hyderabad",No Deposit3 bathrooms
865," 80,000 ",3000 ,Semi-Furnished,3 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit4 bathrooms
866," 75,000 ",3160 ,Semi-Furnished,3 BHK Apartment,"Madhapur, Hyderabad",No Deposit3 bathroomsWest facing
867," 85,000 ",4000 ,Semi-Furnished,3 BHK Villa in Prestige Royal Woods,"Kismatpur, Hyderabad",No Deposit5 bathrooms
868, 1.1 L,5000 ,Semi-Furnished,4 BHK Apartment in IVR Hill Ridge Springs,"Gachibowli, Hyderabad",No Deposit4 bathroomsEast facing
869, 1.75 L,5000 ,Semi-Furnished,4 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit4 bathrooms
870, 3 L,6000 ,Semi-Furnished,4 BHK Villa in Sri Aditya Casa Grande,"Gandipet, Hyderabad",No Deposit5 bathrooms
871, 2.5 L,5000 ,Furnished,4 BHK Villa in Jayabheri The Meadows,"Gachibowli, Hyderabad",No Deposit4 bathrooms
872, 1.9 L,5200 ,Semi-Furnished,5 BHK Villa,"Narsingi, Hyderabad",No Deposit6 bathrooms
873, 1 L,3300 ,Furnished,3 BHK Apartment in Jayabheri Orange County,"Nanakramguda, Hyderabad",No Deposit5 bathroomsEast facing
874," 55,000 ",3300 ,Semi-Furnished,3 BHK Villa in Aparna Hill Park Gardenia,"Miyapur, Hyderabad",No Deposit3 bathroomsWest facing
875, 2.9 L,7500 ,Semi-Furnished,4 BHK Villa in Sushee Eden Garden,"Kokapet, Hyderabad",No Deposit5 bathrooms
876, 1.25 L,3500 ,Semi-Furnished,3 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit3 bathroomsEast facing
877, 1.4 L,4000 ,Semi-Furnished,4 BHK Apartment in Universal The Botanika,"Gachibowli, Hyderabad",No Deposit5 bathroomsEast facing
878, 2.25 L,5800 ,Semi-Furnished,4 BHK Villa,"Gandipet, Hyderabad",No Deposit5 bathroomsNorth facing
879, 1.3 L,4408 ,Furnished,4 BHK Apartment in Universal The Botanika,"Gachibowli, Hyderabad",No Deposit6 bathrooms
880, 3 L,6000 ,Semi-Furnished,4 BHK Independent House,"Jubilee Hills, Hyderabad",No Deposit4 bathroomsSouth facing
881," 90,000 ",3125 ,Semi-Furnished,3 BHK Apartment in Vamsiram Jyothi Anri,"Jubilee Hills, Hyderabad",No Deposit3 bathroomsEast facing
882," 22,000 ",1152 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsEast facing
883," 9,500 ",752 ,Unfurnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorth facing
884," 8,000 ",752 ,Unfurnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorth facing
885," 20,000 ",1252 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsNorth facing
886," 9,000 ",652 ,Unfurnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsEast facing
887," 25,000 ",1352 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsEast facing
888," 23,000 ",1252 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsEast facing
889," 35,000 ",1880 ,Semi-Furnished,3 BHK Independent Floor,"West Marredpally, Hyderabad",No Deposit3 bathroomsEast facing
890," 25,000 ",1450 ,Semi-Furnished,2 BHK Apartment,"Mahendra Hills, Hyderabad",No Deposit2 bathroomsNorth facing
891," 30,000 ",1600 ,Semi-Furnished,3 BHK Apartment,"East Marredpally, Hyderabad",No Deposit3 bathroomsEast facing
892," 35,000 ",1650 ,Semi-Furnished,3 BHK Apartment,"West Marredpally, Hyderabad",No Deposit3 bathroomsWest facing
893," 20,000 ",1150 ,Semi-Furnished,2 BHK Apartment,"East Marredpally, Hyderabad",No Deposit4 bathroomsNorthEast facing
894," 16,000 ",1150 ,Semi-Furnished,2 BHK Apartment,"East Marredpally, Hyderabad",No Deposit2 bathrooms
895," 25,000 ",1150 ,Furnished,2 BHK Apartment,"East Marredpally, Hyderabad",No Deposit2 bathrooms
896," 35,000 ",1950 ,Semi-Furnished,3 BHK Independent Floor,"Mahendra Hills, Hyderabad",No Deposit3 bathroomsNorth facing
897," 25,000 ",1650 ,Semi-Furnished,3 BHK Apartment,"East Marredpally, Hyderabad",No Deposit3 bathroomsNorth facing
898," 20,000 ",1100 ,Semi-Furnished,2 BHK Independent House,"Mahendra Hills, Hyderabad",No Deposit2 bathroomsEast facing
899," 25,000 ",1350 ,Semi-Furnished,2 BHK Independent Floor,"East Marredpally, Hyderabad",No Deposit2 bathroomsEast facing
900," 85,000 ",3500 ,Semi-Furnished,3 BHK Independent Floor,"Jubilee Hills, Hyderabad",No Deposit3 bathrooms
901, 2 L,5000 ,Furnished,5 BHK Villa,"Nanakramguda, Hyderabad",No Deposit5 bathrooms
902, 3.5 L,5800 ,Furnished,4 BHK Independent House,"Jubilee Hills, Hyderabad",No Deposit4 bathroomsWest facing
903, 1.59 L,4395 ,Semi-Furnished,4 BHK Apartment in Jayabheri The Peak,"Nanakramguda, Hyderabad",No Deposit6 bathroomsWest facing
904," 9,700 ",1717 ,Furnished,3 BHK Apartment,"Gachibowli, Hyderabad",No Deposit1 bathrooms
905," 5,900 ",1200 ,Furnished,3 BHK Apartment,"Erragadda, Hyderabad",No Deposit1 bathrooms
906," 4,600 ",1000 ,Furnished,2 BHK Apartment,"Begumpet, Hyderabad",No Deposit1 bathrooms
907," 5,000 ",1200 ,Furnished,3 BHK Apartment,"Uppal, Hyderabad",No Deposit1 bathrooms
908," 6,000 ",1400 ,Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit1 bathrooms
909," 9,050 ",1600 ,Furnished,2 BHK Apartment,"Gopanapalli, Hyderabad",No Deposit1 bathrooms
910," 5,150 ",850 ,Semi-Furnished,2 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit1 bathrooms
911," 8,000 ",2000 ,Furnished,3 BHK Independent House,"Jubilee Hills, Hyderabad",No Deposit1 bathrooms
912," 6,000 ",1500 ,Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit1 bathrooms
913," 4,400 ",1100 ,Furnished,2 BHK Apartment,"Bapu Nagar, Hyderabad",No Deposit1 bathrooms
914," 7,000 ",1150 ,Furnished,2 BHK Apartment,"Begumpet, Hyderabad",No Deposit1 bathrooms
915," 5,000 ",900 ,Furnished,2 BHK Apartment,"Kukatpally, Hyderabad",No Deposit1 bathrooms
916," 12,350 ",1600 ,Furnished,3 BHK Apartment,"Mehdipatnam, Hyderabad",No Deposit
917," 5,500 ",1300 ,Furnished,3 BHK Apartment,"Yousufguda, Hyderabad",No Deposit
918," 7,000 ",1300 ,Furnished,3 BHK Apartment,"Khairatabad Road, Hyderabad",No Deposit
919," 5,000 ",1200 ,Furnished,2 BHK Apartment,"Begumpet, Hyderabad",No Deposit
920," 4,400 ",1100 ,Furnished,2 BHK Apartment,"Bapu Nagar, Hyderabad",No Deposit1 bathrooms
921, 2.4 L,4070 ,Semi-Furnished,4 BHK Apartment in My Home Bhooja,"Madhapur, Hyderabad",No Deposit4 bathrooms
922," 6,200 ",1400 ,Furnished,3 BHK Independent House,"Gachibowli, Hyderabad",No Deposit3 bathrooms
923," 80,000 ",3800 ,Semi-Furnished,3 BHK Apartment in Prestige Royal Woods,"Kismatpur, Hyderabad",No Deposit3 bathrooms
924," 4,800 ",1000 ,Furnished,2 BHK Apartment,"Begumpet, Hyderabad",No Deposit1 bathrooms
925," 5,850 ",1000 ,Furnished,1 BHK Independent House,"Uppal, Hyderabad",No Deposit1 bathrooms
926," 5,750 ",1400 ,Furnished,3 BHK Apartment,"Kukatpally, Hyderabad",No Deposit1 bathrooms
927," 6,300 ",1320 ,Furnished,2 BHK Apartment,"Bairagiguda, Hyderabad",No Deposit
928," 5,500 ",1000 ,Furnished,3 BHK Apartment,"Madhapur, Hyderabad",No Deposit1 bathrooms
929," 5,000 ",1000 ,Furnished,3 BHK Independent House,"Begumpet, Hyderabad",No Deposit1 bathrooms
930," 6,250 ",1200 ,Furnished,3 BHK Independent House,"Punjagutta, Hyderabad",No Deposit2 bathrooms
931," 6,000 ",1200 ,Furnished,3 BHK Apartment,"Nanakramguda, Hyderabad",No Deposit1 bathrooms
932," 25,000 ",1652 ,Semi-Furnished,3 BHK Apartment,"Kondapur, Hyderabad",No Deposit3 bathroomsNorthEast facing
933," 12,000 ",752 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathrooms
934," 17,000 ",1152 ,Unfurnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsEast facing
935, 3 L,5000 ,Furnished,5 BHK Villa in Aditya Empress Park,"Shaikpet, Hyderabad",No Deposit6 bathroomsEast facing
936," 65,000 ",2500 ,Semi-Furnished,4 BHK Apartment,"Madhapur, Hyderabad",No Deposit4 bathroomsWest facing
937," 30,000 ",2000 ,Semi-Furnished,2 BHK Independent House,"Madhapur, Hyderabad",No Deposit2 bathroomsNorthEast facing
938," 11,000 ",700 ,Semi-Furnished,1 RK Studio Apartment,"Attapur, Hyderabad",No Deposit1 bathrooms
939," 10,000 ",650 ,Semi-Furnished,1 RK Studio Apartment,"Attapur, Hyderabad",No Deposit1 bathrooms
940," 15,500 ",1243 ,Semi-Furnished,2 BHK Apartment in Spectra Metro Heights,"Nagole, Hyderabad",No Deposit2 bathrooms
941," 20,000 ",1820 ,Unfurnished,3 BHK Apartment in  Tirumala Arcade,"Manikonda, Hyderabad",No Deposit3 bathrooms
942," 56,000 ",2600 ,Furnished,2 BHK Apartment in Phoenix Golfedge Residences,"Gachibowli, Hyderabad",No Deposit2 bathrooms
943," 12,000 ",1500 ,Semi-Furnished,3 BHK Apartment in Andhra Pradesh APHB Singapore Township,"Pocharam, Hyderabad",No Deposit3 bathrooms
944," 12,000 ",1100 ,Semi-Furnished,2 BHK Apartment in Chaitra Meadows,"Mallampet, Hyderabad",No Deposit2 bathroomsEast facing
945," 25,000 ",1757 ,Furnished,3 BHK Apartment,"Uppal, Hyderabad",No Deposit3 bathrooms
946," 39,000 ",1410 ,Semi-Furnished,2 BHK Apartment in SMR Vinay Iconia Phase II Block 1A Block 1B,"Kondapur, Hyderabad",No Deposit2 bathrooms
947," 49,000 ",1410 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields Ph II,"Puppalaguda, Hyderabad",No Deposit2 bathroomsEast facing
948," 14,000 ",700 ,Semi-Furnished,2 BHK Apartment,"Suraram, Hyderabad",No Deposit2 bathrooms
949," 28,000 ",1450 ,Semi-Furnished,3 BHK Apartment in Shankar Gouthami Enclave,"Kondapur, Hyderabad",No Deposit2 bathrooms
950," 16,000 ",1700 ,Unfurnished,3 BHK Independent Floor,"Bowenpally, Hyderabad",No Deposit2 bathrooms
951," 60,000 ",2800 ,Semi-Furnished,3 BHK Apartment,"Nanakramguda, Hyderabad",No Deposit3 bathroomsEast facing
952," 34,000 ",1275 ,Semi-Furnished,2 BHK Apartment in Aparna Sarovar Zenith,"Nallagandla Gachibowli, Hyderabad",No Deposit2 bathrooms
953," 8,500 ",1200 ,Semi-Furnished,2 BHK Independent House,"Bandlaguda Jagir, Hyderabad",No Deposit2 bathroomsSouthEast facing
954," 8,000 ",800 ,Semi-Furnished,2 BHK Independent Floor,"Boduppal, Hyderabad",No Deposit
955," 16,200 ",1350 ,Unfurnished,2 BHK Apartment,"Toli Chowki, Hyderabad",No Deposit2 bathroomsNorth facing
956," 28,000 ",2000 ,Unfurnished,1 BHK Independent House,"Aminpur, Hyderabad",No Deposit2 bathrooms
957," 20,000 ",1150 ,Unfurnished,1 BHK Independent House,"Aminpur, Hyderabad",No Deposit2 bathrooms
958," 16,700 ",700 ,Unfurnished,1 RK Studio Apartment,"Aminpur, Hyderabad",No Deposit1 bathrooms
959," 16,700 ",700 ,Unfurnished,1 RK Studio Apartment,"Aminpur, Hyderabad",No Deposit1 bathrooms
960," 16,700 ",700 ,Unfurnished,1 RK Studio Apartment,"Aminpur, Hyderabad",No Deposit1 bathrooms
961," 5,500 ",320 ,Semi-Furnished,1 RK Studio Apartment,"Uppal, Hyderabad",No Deposit1 bathrooms
962," 30,000 ",1850 ,Furnished,3 BHK Apartment,"Gaddi Annaram, Hyderabad",No Deposit3 bathrooms
963," 35,000 ",1700 ,Semi-Furnished,3 BHK Villa in Reputed Builder Lakshmi Vihar Phase 2,"Nallagandla Gachibowli, Hyderabad",No Deposit4 bathroomsEast facing
964," 5,000 ",460 ,Unfurnished,1 RK Studio Apartment,"Nacharam, Hyderabad",No Deposit1 bathroomsEast facing
965," 4,000 ",450 ,Unfurnished,1 RK Studio Apartment,"Amberpet, Hyderabad",No Deposit1 bathroomsNorth facing
966," 3,500 ",200 ,Unfurnished,1 RK Studio Apartment,"Nacharam, Hyderabad",No Deposit1 bathroomsWest facing
967," 3,500 ",250 ,Unfurnished,1 RK Studio Apartment,"Amberpet, Hyderabad",No Deposit1 bathrooms
968," 15,000 ",1280 ,Semi-Furnished,2 BHK Independent Floor,"Habsiguda, Hyderabad",No Deposit2 bathrooms
969," 5,500 ",750 ,Unfurnished,1 BHK Independent Floor,"Amberpet, Hyderabad",No Deposit1 bathrooms
970," 6,500 ",900 ,Unfurnished,1 BHK Apartment,"Nacharam, Hyderabad",No Deposit1 bathroomsEast facing
971," 7,000 ",550 ,Unfurnished,1 BHK Independent Floor,"Moosarambagh Road, Hyderabad",No Deposit1 bathroomsNorth facing
972," 7,000 ",700 ,Semi-Furnished,1 BHK Independent Floor,"Moosarambagh Road, Hyderabad",No Deposit1 bathroomsEast facing
973," 35,000 ",1800 ,Semi-Furnished,3 BHK Apartment,"West Marredpally, Hyderabad",No Deposit3 bathroomsEast facing
974," 33,000 ",1900 ,Semi-Furnished,3 BHK Apartment,"Madhapur, Hyderabad",No Deposit3 bathrooms
975," 55,000 ",2238 ,Semi-Furnished,3 BHK Apartment in ASBL Lake Side,"Manikonda, Hyderabad",No Deposit3 bathrooms
976, 1 L,3500 ,Semi-Furnished,4 BHK Independent Floor,"Madhapur, Hyderabad",No Deposit3 bathroomsEast facing
977, 1.35 L,4000 ,Semi-Furnished,4 BHK Independent Floor,"Jubilee Hills, Hyderabad",No Deposit5 bathroomsEast facing
978, 1.85 L,3430 ,Furnished,3 BHK Apartment in My Home Bhooja,"Madhapur, Hyderabad",No Deposit4 bathroomsEast facing
979, 2.49 L,4500 ,Furnished,4 BHK Villa in Rajapushpa Open Skies,"Kokapet, Hyderabad",No Deposit4 bathrooms
980," 12,000 ",671 ,Semi-Furnished,1 BHK Apartment,"Ameerpet, Hyderabad",No Deposit1 bathroomsEast facing
981," 50,000 ",3200 ,Semi-Furnished,3 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit3 bathroomsNorthEast facing
982," 12,000 ",641 ,Semi-Furnished,1 BHK Apartment,"Balakampet, Hyderabad",No Deposit1 bathrooms
983," 7,500 ",690 ,Unfurnished,1 BHK Independent Floor,"Ramanthapur, Hyderabad",No Deposit1 bathrooms
984," 8,000 ",720 ,Unfurnished,1 BHK Apartment,"Tarnaka, Hyderabad",No Deposit1 bathrooms
985," 5,000 ",290 ,Semi-Furnished,1 RK Studio Apartment,"Nagole, Hyderabad",No Deposit1 bathrooms
986," 30,000 ",2900 ,Semi-Furnished,3 BHK Villa in Sark Green Horizons,"Mokila, Hyderabad",No Deposit3 bathrooms
987," 26,000 ",1800 ,Semi-Furnished,3 BHK Independent Floor,"Uppal, Hyderabad",No Deposit3 bathrooms
988," 28,000 ",1700 ,Furnished,3 BHK Apartment,"Dilsukh Nagar, Hyderabad",No Deposit3 bathroomsEast facing
989," 33,000 ",1610 ,Furnished,3 BHK Apartment in Aparna Hill Park Lake Breeze,"Chandanagar, Hyderabad",No Deposit3 bathroomsEast facing
990," 81,000 ",3000 ,Semi-Furnished,3 BHK Villa,"Banjara Hills, Hyderabad",No Deposit3 bathroomsNorthEast facing
991," 60,000 ",2500 ,Semi-Furnished,4 BHK Apartment,"Madhapur, Hyderabad",No Deposit3 bathroomsNorth facing
992, 1.5 L,3500 ,Furnished,4 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit4 bathroomsEast facing
993, 1.6 L,5990 ,Semi-Furnished,4 BHK Villa,"Kokapet, Hyderabad",No Deposit5 bathroomsEast facing
994, 2 L,7000 ,Furnished,6 BHK Independent House,"Begumpet, Hyderabad",No Deposit7 bathroomsNorth facing
995, 2 L,4070 ,Semi-Furnished,4 BHK Apartment in My Home Bhooja,"Madhapur, Hyderabad",No Deposit4 bathroomsEast facing
996," 8,500 ",672 ,Semi-Furnished,1 BHK Apartment,"Sanjeeva Reddy Nagar, Hyderabad",No Deposit1 bathroomsEast facing
997," 8,300 ",592 ,Semi-Furnished,1 BHK Apartment,"Ameerpet, Hyderabad",No Deposit1 bathroomsEast facing
998," 8,500 ",650 ,Unfurnished,1 BHK Apartment,"Ameerpet, Hyderabad",No Deposit1 bathroomsWest facing
999," 8,018 ",589 ,Semi-Furnished,1 BHK Apartment,"Yousufguda, Hyderabad",No Deposit1 bathroomsNorthEast facing
